target_l1,target_l2,target_l3,matched_l2,matched_l3,confidence,method_used,top_3_candidates,reasoning
Payments & Corporate Services,Insurance / Association & membership,Insurances,CORPORATE SERVICES,MEMBERSHIPS,0.6377237655089053,similarity_search,"[{""l2"": ""CORPORATE SERVICES"", ""l3"": ""MEMBERSHIPS"", ""score"": 0.0, ""definition"": ""Professional organization memberships, associations, councils""}, {""l2"": ""INSURANCE & BENEFITS"", ""l3"": ""INSURANCE & BENEFITS"", ""score"": 0.0, ""definition"": ""General employee insurance & benefits services""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""INSURANCE PREMIUM FINANCING"", ""score"": 0.0, ""definition"": ""Lending of funds to cover the cost of an insurance premium""}]","Professional organization memberships, associations, councils"
Payments & Corporate Services,"Non-Financial Audits, Appraisals and Technical Inspections","Compliance Services, Certifications & Appraisals",ACCOUNTING & AUDITING,ACCOUNTING & AUDITING,0.6309796695964842,similarity_search,"[{""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""ACCOUNTING & AUDITING"", ""score"": 0.0, ""definition"": ""Accounting and auditing related services""}, {""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""TAX SERVICES"", ""score"": 0.0, ""definition"": ""Tax related services""}, {""l2"": ""SOFTWARE"", ""l3"": ""GOVERNANCE, RISK & COMPLIANCE"", ""score"": 0.0, ""definition"": ""Platforms or services for managing compliance obligations, enterprise risk, audit trails, and corporate governance policies.""}]",Accounting and auditing related services
Payments & Corporate Services,"Non-Financial Audits, Appraisals and Technical Inspections",Non-Financial Audits,ACCOUNTING & AUDITING,ACCOUNTING & AUDITING,0.6378818508806605,similarity_search,"[{""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""ACCOUNTING & AUDITING"", ""score"": 0.0, ""definition"": ""Accounting and auditing related services""}, {""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""TAX SERVICES"", ""score"": 0.0, ""definition"": ""Tax related services""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""BANKING SERVICES"", ""score"": 0.0, ""definition"": ""Bank fees that are not interest / debt financing""}]",Accounting and auditing related services
Payments & Corporate Services,"Non-Financial Audits, Appraisals and Technical Inspections",Product testing and compliance services,ACCOUNTING & AUDITING,ACCOUNTING & AUDITING,0.6000653207399431,similarity_search,"[{""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""ACCOUNTING & AUDITING"", ""score"": 0.0, ""definition"": ""Accounting and auditing related services""}, {""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""TAX SERVICES"", ""score"": 0.0, ""definition"": ""Tax related services""}, {""l2"": ""MRO SERVICES"", ""l3"": ""OUTSIDE TESTING & RESEARCH"", ""score"": 0.0, ""definition"": ""Outside testing and research services provide third-party scientific analysis, validation, or product testing across industries. These may include material testing, environmental studies, and performance assessments. Independent laboratories ensure objectivity, compliance, and certification to standards like ASTM, ISO, or EPA. Outsourced testing enhances product quality, safety assurance, and regulatory readiness without internal infrastructure costs.""}]",Accounting and auditing related services
Payments & Corporate Services,"Non-Financial Audits, Appraisals and Technical Inspections",Technical inspections,ACCOUNTING & AUDITING,ACCOUNTING & AUDITING,0.5606238819470162,similarity_search,"[{""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""ACCOUNTING & AUDITING"", ""score"": 0.0, ""definition"": ""Accounting and auditing related services""}, {""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""TAX SERVICES"", ""score"": 0.0, ""definition"": ""Tax related services""}, {""l2"": ""BUILDING REPAIR & MAINTENANCE"", ""l3"": ""BUILDING ENGINEERING SERVICES"", ""score"": 0.0, ""definition"": ""Engineering or hard services related to building installation, repair, and maintenance""}]",Accounting and auditing related services
Payments & Corporate Services,P&O Services,Employee Relocation Services,RELOCATION SERVICES,RELOCATION SERVICES,0.7469739468709381,similarity_search,"[{""l2"": ""RELOCATION SERVICES"", ""l3"": ""RELOCATION SERVICES"", ""score"": 0.0, ""definition"": ""Employee relocation services""}, {""l2"": ""RELOCATION SERVICES"", ""l3"": ""MOVING SERVICES"", ""score"": 0.0, ""definition"": ""Packing and moving services""}, {""l2"": ""HR SERVICES"", ""l3"": ""OUTPLACEMENT SERVICES"", ""score"": 0.0, ""definition"": ""Support service provided by organizations to support individuals who are exiting the business (voluntarily or involuntarily) - to help former employees transition to new jobs and help them re-orient themselves in the job market.""}]",Employee relocation services
Payments & Corporate Services,P&O Services,Other P&O Services,CORPORATE SERVICES,CREDIT CARD PROCESSING,0.5290056467056312,similarity_search,"[{""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""BANKING SERVICES"", ""score"": 0.0, ""definition"": ""Bank fees that are not interest / debt financing""}, {""l2"": ""BANKING SERVICES"", ""l3"": ""FINANCIAL TECHNOLOGY SERVICES"", ""score"": 0.0, ""definition"": ""Companies offering core banking and payment/data processing solutions; often deliver broad portfolio of products and services""}]",Electronic payment processing services
Payments & Corporate Services,P&O Services,Payroll Services,HR SERVICES,PAYROLL PROCESSING,0.671161492397707,similarity_search,"[{""l2"": ""HR SERVICES"", ""l3"": ""PAYROLL PROCESSING"", ""score"": 0.0, ""definition"": ""Payroll processing providers""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""SOFTWARE"", ""l3"": ""HCM & PAYROLL SOLUTIONS"", ""score"": 0.0, ""definition"": ""Human Capital Management (HCM) and payroll solutions manage employee information, compensation, benefits, and compliance processes. These systems automate payroll processing, time tracking, onboarding, and performance management. HCM software often includes analytics and self-service portals to improve employee engagement and administrative efficiency. By integrating HR and payroll functions, organizations ensure accuracy, regulatory compliance, and a seamless employee experience from hire to retirement.""}]",Payroll processing providers
Payments & Corporate Services,Payments Services,Collection Services,CORPORATE SERVICES,CREDIT CARD PROCESSING,0.6447781324386642,similarity_search,"[{""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""BUSINESS PROCESS OUTSOURCING (BPO)"", ""l3"": ""COLLECTION SERVICES"", ""score"": 0.0, ""definition"": ""Debt collection services, also known as Accounts Receivable outsourcing""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""CONSUMER FINANCING"", ""score"": 0.0, ""definition"": ""Lending and payment plans offered by financial institutions directly to consumers""}]",Electronic payment processing services
Payments & Corporate Services,Payments Services,Credit Card Acquiring,CORPORATE SERVICES,CREDIT CARD PROCESSING,0.7153294343148988,similarity_search,"[{""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""CONSUMER FINANCING"", ""score"": 0.0, ""definition"": ""Lending and payment plans offered by financial institutions directly to consumers""}, {""l2"": ""TRAVEL MANAGEMENT"", ""l3"": ""TRAVEL CARD"", ""score"": 0.0, ""definition"": ""Travel credit card payments and reimbursements""}]",Electronic payment processing services
Payments & Corporate Services,Payments Services,"Customer Solvency, Risk & Fraud Prevention Services",CORPORATE SERVICES,CREDIT CARD PROCESSING,0.585008196682471,similarity_search,"[{""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""BANKING SERVICES"", ""l3"": ""FINANCIAL TECHNOLOGY SERVICES"", ""score"": 0.0, ""definition"": ""Companies offering core banking and payment/data processing solutions; often deliver broad portfolio of products and services""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""CONSUMER FINANCING"", ""score"": 0.0, ""definition"": ""Lending and payment plans offered by financial institutions directly to consumers""}]",Electronic payment processing services
Payments & Corporate Services,Payments Services,Dunning Services,CORPORATE SERVICES,CREDIT CARD PROCESSING,0.5893251406341958,similarity_search,"[{""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""BANKING SERVICES"", ""score"": 0.0, ""definition"": ""Bank fees that are not interest / debt financing""}, {""l2"": ""BANKING SERVICES"", ""l3"": ""FINANCIAL TECHNOLOGY SERVICES"", ""score"": 0.0, ""definition"": ""Companies offering core banking and payment/data processing solutions; often deliver broad portfolio of products and services""}]",Electronic payment processing services
Payments & Corporate Services,Payments Services,"Partner Solvency, Risk & Fraud Prevention Services",CORPORATE SERVICES,CREDIT CARD PROCESSING,0.5678059370344227,similarity_search,"[{""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""BANKING SERVICES"", ""l3"": ""FINANCIAL TECHNOLOGY SERVICES"", ""score"": 0.0, ""definition"": ""Companies offering core banking and payment/data processing solutions; often deliver broad portfolio of products and services""}, {""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""FINANCIAL & RISK ADVISORY"", ""score"": 0.0, ""definition"": ""Outsourced consulting services to help reduce, manage and mitigate financial risk""}]",Electronic payment processing services
Payments & Corporate Services,Payments Services,Payment Processing Services,CORPORATE SERVICES,CREDIT CARD PROCESSING,0.7862962356982386,similarity_search,"[{""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""BANKING SERVICES"", ""l3"": ""FINANCIAL TECHNOLOGY SERVICES"", ""score"": 0.0, ""definition"": ""Companies offering core banking and payment/data processing solutions; often deliver broad portfolio of products and services""}, {""l2"": ""HR SERVICES"", ""l3"": ""PAYROLL PROCESSING"", ""score"": 0.0, ""definition"": ""Payroll processing providers""}]",Electronic payment processing services
Payments & Corporate Services,Translation Services,Interpreting,TRANSLATION SERVICES,TRANSLATION SERVICES,0.5532937709443296,similarity_search,"[{""l2"": ""TRANSLATION SERVICES"", ""l3"": ""TRANSLATION SERVICES"", ""score"": 0.0, ""definition"": ""Foreign language translation services, in either a written or verbal format""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""ACCOUNTING & AUDITING"", ""score"": 0.0, ""definition"": ""Accounting and auditing related services""}]","Foreign language translation services, in either a written or verbal format"
Payments & Corporate Services,Translation Services,"Translations (text, dubbing, localisation, other)",TRANSLATION SERVICES,TRANSLATION SERVICES,0.5292436515383305,similarity_search,"[{""l2"": ""TRANSLATION SERVICES"", ""l3"": ""TRANSLATION SERVICES"", ""score"": 0.0, ""definition"": ""Foreign language translation services, in either a written or verbal format""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""BANKING SERVICES"", ""l3"": ""FINANCIAL TECHNOLOGY SERVICES"", ""score"": 0.0, ""definition"": ""Companies offering core banking and payment/data processing solutions; often deliver broad portfolio of products and services""}]","Foreign language translation services, in either a written or verbal format"
Payments & Corporate Services,Treasury and Financing Services,Cash Management,CORPORATE SERVICES,CREDIT CARD PROCESSING,0.5550978183746378,similarity_search,"[{""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""BANKING SERVICES"", ""score"": 0.0, ""definition"": ""Bank fees that are not interest / debt financing""}, {""l2"": ""BANKING SERVICES"", ""l3"": ""FINANCIAL TECHNOLOGY SERVICES"", ""score"": 0.0, ""definition"": ""Companies offering core banking and payment/data processing solutions; often deliver broad portfolio of products and services""}]",Electronic payment processing services
Payments & Corporate Services,Treasury and Financing Services,Financing Business,CORPORATE SERVICES,BANKING SERVICES,0.6045581046841837,similarity_search,"[{""l2"": ""CORPORATE SERVICES"", ""l3"": ""BANKING SERVICES"", ""score"": 0.0, ""definition"": ""Bank fees that are not interest / debt financing""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""CONSUMER FINANCING"", ""score"": 0.0, ""definition"": ""Lending and payment plans offered by financial institutions directly to consumers""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""INSURANCE PREMIUM FINANCING"", ""score"": 0.0, ""definition"": ""Lending of funds to cover the cost of an insurance premium""}]",Bank fees that are not interest / debt financing
Payments & Corporate Services,Treasury and Financing Services,Risk Management,ADVISORY & MANAGEMENT CONSULTING,FINANCIAL & RISK ADVISORY,0.6232231112452657,similarity_search,"[{""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""FINANCIAL & RISK ADVISORY"", ""score"": 0.0, ""definition"": ""Outsourced consulting services to help reduce, manage and mitigate financial risk""}, {""l2"": ""BANKING SERVICES"", ""l3"": ""FINANCIAL TECHNOLOGY SERVICES"", ""score"": 0.0, ""definition"": ""Companies offering core banking and payment/data processing solutions; often deliver broad portfolio of products and services""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}]","Outsourced consulting services to help reduce, manage and mitigate financial risk"
Software & IT Services,IT Consulting,IT Process Consulting,IT SERVICES,IT CONSULTING,0.637113514204628,similarity_search,"[{""l2"": ""IT SERVICES"", ""l3"": ""IT CONSULTING"", ""score"": 0.0, ""definition"": ""IT services for application integration, implementation, deployment, development, and on-going support Includes designing, coding, quality testing/quality assurance, and break/fix support""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT SECURITY CONSULTING"", ""score"": 0.0, ""definition"": ""IT security consulting involves assessing and strengthening an organization\u2019s cybersecurity posture. Consultants identify vulnerabilities, design protection strategies, implement security controls, and ensure compliance with standards like ISO 27001 or NIST. Services may include penetration testing, threat modeling, incident response planning, and employee training. The goal is to safeguard critical assets from cyberattacks and data breaches while maintaining operational continuity.""}, {""l2"": ""IT SERVICES"", ""l3"": ""CLOUD CONSULTING"", ""score"": 0.0, ""definition"": ""Cloud consulting helps organizations plan, migrate, and optimize their IT infrastructure on cloud platforms such as AWS, Azure, or Google Cloud. Consultants assess workloads, recommend architecture strategies, and manage migration while ensuring security and cost efficiency. Services may include hybrid cloud integration, automation, and ongoing optimization. The objective is to increase scalability, agility, and resilience of enterprise technology environments.""}]","IT services for application integration, implementation, deployment, development, and on-going support Includes designing, coding, quality testing/quality assurance, and break/fix support"
